1577882760000,2,0.5
1577882820000,2,0.9
1577882880000,2,1.3
1577882940000,2,1.5
1577885580000,2,1.9
1577885640000,2,1.8
1577885700000,2,1.6
1577885760000,2,1.3
1577885820000,2,1.5
1577885880000,2,1.7
1577885940000,2,1.8
1577886000000,2,1.9
1577886060000,2,1.8
1577886120000,2,1.9
1577888280000,3,1.9
1577894280000,3,1.9
1577894400000,4,1.4
1577894460000,4,1.5
1577894520000,4,1.5
1577894580000,4,1.6
1577894640000,4,1.7
1577894700000,4,1.6
1577894760000,4,1.6
1577894820000,4,1.7
1577894880000,4,1.7
1577894940000,4,1.8
1577895000000,4,1.8
1577895060000,4,1.9
1577895120000,4,1.8
1577895180000,4,1.8
1577895240000,4,1.7
1577895300000,4,1.8
1577895360000,4,1.9
1577895420000,4,1.5
1577895480000,4,1.7
1577895540000,4,1.9
1577895600000,4,1.8
1577895660000,4,1.7
1577895720000,4,1.8
1577895780000,4,1.9
1577895840000,4,1.9
1577900100000,4,1.9
1577900160000,4,1.7
1577900220000,4,1.3
1577900280000,4,1.1
1577900340000,4,0.9
1577900400000,4,0.5
1577900460000,4,1.0
1577900520000,4,1.4
1577900580000,4,1.7
1577900640000,4,1.8
1577900700000,4,1.9
1577900760000,4,1.8
1577900820000,4,1.7
1577900880000,4,1.8
1577900940000,4,1.9
1577901000000,4,1.8
1577901060000,4,1.7
1577901120000,4,1.6
1577901180000,4,1.7
1577901240000,4,1.8
1577901300000,4,0.9
1577901360000,4,1.1
1577901420000,4,1.3
1577901480000,4,1.8
1577901540000,4,1.9
1577902200000,5,1.9
1577902260000,5,1.8
1577902320000,5,1.7
1577902380000,5,1.6
1577902440000,5,1.5
1577902500000,5,1.5
1577902560000,5,1.4
1577902620000,5,1.3
1577902680000,5,1.3
1577902740000,5,1.2
1577902800000,5,1.2
1577902860000,5,1.4
1577902920000,5,1.4
1577902980000,5,1.5
1577903040000,5,1.6
1577903100000,5,1.7
1577903160000,5,1.7
1577903220000,5,1.5
1577903280000,5,1.4
1577903340000,5,1.5
1577903400000,5,1.6
1577903460000,5,1.4
1577903520000,5,1.2
1577903580000,5,1.4
1577903640000,5,1.4
1577903700000,5,1.3
1577903760000,5,1.2
1577903820000,5,1.4
1577903880000,5,1.4
1577903940000,5,1.5
1577904000000,5,1.5
1577904060000,5,1.5
1577904120000,5,1.5
1577904180000,5,1.3
1577904240000,5,1.3
1577904300000,5,1.2
1577904360000,5,0.9
1577904420000,5,0.6
1577904480000,5,0.7
1577904540000,5,0.6
1577904600000,5,0.6
1577904660000,5,0.5
1577904720000,5,0.6
1577904780000,5,0.5
1577904840000,5,0.7
1577904900000,5,0.4
1577904960000,5,0.3
1577905020000,5,0.2
1577905080000,5,0.1
1577905140000,5,0.0
1577905200000,5,0.1
1577905260000,5,0.2
1577905320000,5,0.2
1577905380000,5,0.3
1577905440000,5,0.4
1577905500000,5,0.4
1577905560000,5,0.5
1577905620000,5,0.6
1577905680000,5,0.6
1577905740000,5,0.7
1577905800000,5,0.8
1577905860000,5,0.9
1577905920000,5,0.9
1577905980000,5,1.1
1577906040000,5,1.2
1577906100000,5,1.2
1577906160000,5,1.1
1577906220000,5,1.2
1577906280000,5,1.3
1577906340000,5,1.3
1577906400000,5,1.2
1577906460000,5,1.1
1577906520000,5,1.2
1577906580000,5,1.3
1577906640000,5,1.4
1577906700000,5,1.4
1577906760000,5,1.4
1577906820000,5,1.5
1577906880000,5,1.5
1577906940000,5,1.5
1577907000000,5,1.6
1577907060000,5,1.7
1577907120000,5,1.8
1577907180000,5,1.9
1577907240000,5,1.7
1577907300000,5,1.4
1577907360000,5,1.4
1577907420000,5,1.5
1577907480000,5,1.6
1577907540000,5,1.2
1577907600000,5,1.3
1577907660000,5,1.4
1577907720000,5,1.5
1577907780000,5,1.6
1577907840000,5,1.6
1577907900000,5,1.7
1577907960000,5,1.8
1577908020000,5,1.9
1577908080000,5,1.7
1577908140000,5,1.9
