1,5,39,1.9,0.6
1,5,40,1.9,0.6
1,5,41,1.9,0.6
1,5,42,1.9,0.5
1,5,43,1.9,0.5
1,5,44,1.9,0.5
1,5,45,1.9,0.5
1,5,46,1.9,0.4
1,5,47,1.9,0.3
1,5,48,1.9,0.2
1,5,49,1.9,0.1
1,5,50,1.9,0.0
1,5,51,1.9,0.0
1,5,52,1.9,0.0
1,5,53,1.9,0.0
1,5,54,1.9,0.0
1,5,55,1.9,0.0
1,5,56,1.9,0.0
1,5,57,1.9,0.0
1,5,58,1.9,0.0
1,5,59,1.9,0.0
1,5,60,1.9,0.0
1,5,61,1.9,0.0
1,5,62,1.9,0.0
1,5,63,1.9,0.0
1,5,64,1.9,0.0
1,5,65,1.9,0.0
1,5,66,1.9,0.0
1,5,67,1.9,0.0
1,5,68,1.9,0.0
1,5,69,1.9,0.0
1,5,70,1.9,0.0
1,5,71,1.9,0.0
1,5,72,1.9,0.0
1,5,73,1.9,0.0
1,5,74,1.9,0.0
1,5,75,1.9,0.0
1,5,76,1.9,0.0
1,5,77,1.9,0.0
1,5,78,1.9,0.0
1,5,79,1.9,0.0
1,5,80,1.9,0.0
1,5,81,1.9,0.0
1,5,82,1.9,0.0
1,5,83,1.9,0.0
1,5,84,1.9,0.0
1,5,85,1.9,0.0
1,5,86,1.9,0.0
1,5,87,1.9,0.0
1,5,88,1.9,0.0
1,5,89,1.9,0.0
1,5,90,1.9,0.0
1,5,91,1.9,0.0
1,5,92,1.9,0.0
1,5,93,1.9,0.0
1,5,94,1.9,0.0
1,5,95,1.9,0.0
1,5,96,1.9,0.0
1,5,97,1.9,0.0
1,5,98,1.9,0.0
1,5,99,1.9,0.0
1,5,100,1.9,0.0
